[1.0, 0.9226847918436704]
[1.0, 0.9269328802039083]
[1.0, 0.9243840271877655]
[1.0, 0.907391673746814]
[1.0, 0.8887000849617672]
[0.9991503823279524, 0.491928632115548]
[1.0, 0.9065420560747663]
[1.0, 0.907391673746814]
[1.0, 0.8903993203058623]
[1.0, 0.8538657604078165]
[1.0, 0.491928632115548]
[0.9991503823279524, 0.4766355140186916]
[1.0, 0.8887000849617672]
[1.0, 0.887000849617672]
[1.0, 0.8776550552251486]
[1.0, 0.491928632115548]
[1.0, 0.4791843670348343]
[0.9991503823279524, 0.4766355140186916]
[1.0, 0.9158878504672897]
[1.0, 0.9158878504672897]
[1.0, 0.9150382327952421]
[1.0, 0.9218351741716228]
[1.0, 0.9226847918436704]
[0.9991503823279524, 0.9116397621070518]
[1.0, 0.9260832625318607]
[1.0, 0.9243840271877655]
[1.0, 0.9167374681393373]
[1.0, 0.8887000849617672]
[1.0, 0.8776550552251486]
[0.9991503823279524, 0.4791843670348343]
[1.0, 0.9056924384027187]
[1.0, 0.8963466440101954]
[1.0, 0.8861512319456245]
[1.0, 0.7340696686491079]
[1.0, 0.4817332200509771]
[0.9991503823279524, 0.4766355140186916]
[1.0, 0.5286624203821656]
[1.0, 0.5286624203821656]
[1.0, 0.5286624203821656]
[1.0, 0.47558386411889597]
[0.22929936305732485, 0.09129511677282377]
[0.22929936305732485, 0.09129511677282377]
